"ID","Fecha registro","Estado","Municipio","Fecha hechos","Lugar hechos","Modalidad violencia","Conoce agresor","Hubo drogas","Hubo armas","Violencia Física","Violencia Psicológica","Violencia Sexual","Violencia Patrimonial","Violencia Económica","Violencia Otra"
"1422863","2023-03-07","Jalisco","Guadalajara","2023-03-05","Espacio particular","1 - Familiar","SI","NO","NO","1","1","0","0","0","0"
"1422917","2023-03-27","Jalisco","Puerto Vallarta","2023-03-23","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422925","2023-03-17","Jalisco","Tala","2023-03-12","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1422981","2023-01-11","Jalisco","Guadalajara","2022-12-27","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1423063","2023-03-28","Jalisco","Tlajomulco de Zúñiga","2023-03-18","Espacio particular","4 - En la comunidad","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1423082","2023-03-07","Jalisco","Zapopan","2023-03-03","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1423147","2023-03-31","Jalisco","Guadalajara","2023-02-27","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1423227","2023-01-03","Jalisco","Zapopan","2023-01-01","Espacio particular","1 - Familiar","SI","Desconocido","SI","0","1","0","0","0","0"
"1423253","2023-03-07","Jalisco","Guadalajara","2011-03-20","Espacio público","4 - En la comunidad","SI","Desconocido","Desconocido","0","0","1","0","0","0"
"1423322","2023-01-10","Jalisco","Guadalajara","2022-12-19","Espacio particular","1 - Familiar","SI","NO","NO","0","1","0","0","0","0"
"1423356","2023-01-30","Jalisco","Zapopan","2022-12-26","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1423373","2023-02-28","Jalisco","El Salto","2023-02-17","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1423426","2023-03-10","Jalisco","Guadalajara","2023-02-24","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1423502","2023-03-02","Jalisco","Tala","2022-04-23","Espacio público","4 - En la comunidad","SI","Desconocido","Desconocido","0","0","1","0","0","0"
"1423523","2023-01-18","Jalisco","Guadalajara","2022-10-17","Espacio particular","1 - Familiar","SI","Desconocido","NO","1","1","0","0","1","0"
"1423526","2023-02-14","Jalisco","Tlajomulco de Zúñiga","2023-01-06","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1423532","2023-01-10","Jalisco","Puerto Vallarta","2022-12-15","Espacio particular","1 - Familiar","SI","Desconocido","NO","0","1","0","0","0","0"
"1423543","2023-02-28","Jalisco","Zapopan","2023-02-08","Espacio particular","1 - Familiar","NO","NO","NO","0","1","0","0","0","0"
"1423594","2023-02-03","Jalisco","Zapotlán el Grande","2022-12-25","Espacio particular","1 - Familiar","SI","Desconocido","Desconocido","0","1","0","0","0","0"
"1423600","2023-03-01","Jalisco","Tecalitlán","2023-02-20","Espacio particular","1 - Familiar","SI","SI","NO","0","1","0","0","0","0"
"1423647","2023-01-27","Jalisco","Tlajomulco de Zúñiga","2023-01-12","Espacio particular","4 - En la comunidad","SI","NO","NO","0","1","0","0","0","0"
"1423665","2023-01-25","Jalisco","Tlajomulco de Zúñiga","2022-12-24","Espacio particular","4 - En la comunidad","SI","Desconocido","Desconocido","0","1","0","0","0","0"
